"sp00n","n4m3","t41l","w31ght","c0l0r","ag3","l3ngth","g3nd3r","g00d"
12,"Virginia",11,2,"red",6,50,"female",0
13,"Charis",11,2,"red",6,46,"female",0
7,"Michael",10,4,"brown",6,49,"male",1
7,"Glenda",11,3,"grey",4,51,"female",1
10,"Danny",8,4,"blue",2,49,"male",1
11,"Abigail",9,5,"blue",4,47,"female",1
14,"Kristy",11,2,"red",4,43,"female",0
14,"Andrew",11,2,"black",0,49,"male",0
11,"Rudy",9,4,"grey",3,52,"male",1
13,"Carly",11,2,"red",4,40,"female",0
13,"Shameka",11,2,"black",5,44,"female",0
9,"Robert",10,5,"grey",0,50,"male",1
10,"Jill",9,3,"white",2,43,"female",1
12,"Luis",10,2,"brown",3,46,"male",0
11,"Laura",11,2,"red",0,43,"female",0
14,"Dean",11,2,"red",1,45,"male",0
8,"Marcie",11,5,"brown",6,50,"female",1
9,"Robbie",11,3,"grey",3,44,"male",1
14,"Rebecca",10,2,"red",1,40,"female",0
11,"Alvin",8,4,"brown",7,46,"male",1
7,"Martin",10,3,"white",0,46,"male",1
7,"Lori",8,5,"brown",2,47,"female",1
8,"Cassie",11,3,"white",1,47,"female",1
8,"James",8,4,"purple",0,49,"male",1
12,"Dorothy",10,2,"brown",3,40,"female",0
7,"Dorris",10,3,"purple",1,42,"female",1
10,"Rashad",10,4,"brown",5,48,"male",1
14,"Peter",10,2,"black",1,47,"male",0
9,"Alberto",9,4,"green",2,48,"male",1
8,"Gary",10,4,"green",3,52,"male",1
12,"James",11,2,"red",0,54,"male",0
7,"Carol",8,3,"blue",1,51,"female",1
10,"Robert",11,2,"red",4,45,"male",0
11,"Kenneth",8,3,"grey",0,53,"male",1
12,"Dennis",11,2,"black",2,41,"male",0
13,"Beverly",10,2,"red",3,47,"female",0
8,"Kathy",9,5,"brown",7,54,"female",1
11,"Linda",11,2,"red",6,51,"female",0
10,"Janna",10,4,"brown",5,52,"female",1
10,"Duane",10,4,"blue",3,46,"male",1
10,"Racheal",10,4,"purple",3,41,"female",1
7,"Scott",10,5,"brown",3,49,"male",1
10,"Helen",10,4,"white",6,50,"female",1
10,"Carrie",9,4,"grey",5,48,"female",1
10,"Judy",8,3,"brown",3,52,"female",1
12,"Bonnie",10,2,"black",1,45,"female",0
12,"Herman",11,2,"brown",4,44,"male",0
10,"Helen",11,5,"green",1,42,"female",1
12,"Robert",10,2,"brown",4,44,"male",0
9,"Bruce",10,3,"brown",6,47,"male",1
10,"Teresa",10,2,"black",6,53,"female",0
12,"Robert",11,2,"brown",3,44,"male",0
11,"James",10,3,"white",7,52,"male",1
10,"Patricia",10,2,"black",1,42,"female",0
10,"Floyd",10,2,"brown",2,44,"male",0
10,"Michael",11,5,"purple",6,54,"male",1
8,"Karen",9,3,"purple",0,43,"female",1
14,"Vera",10,2,"brown",0,54,"female",0
11,"Michelle",10,4,"white",0,51,"female",1
11,"Brian",8,3,"red",0,40,"male",1
10,"Anna",10,3,"grey",1,40,"female",1
11,"Eric",9,5,"purple",0,45,"male",1
11,"Clifford",10,2,"brown",3,52,"male",0
8,"Gary",10,5,"grey",2,43,"male",1
10,"Travis",9,4,"blue",3,52,"male",1
12,"Teresa",11,2,"black",2,40,"female",0
13,"Arthur",10,2,"brown",3,47,"male",0
11,"Ricardo",10,2,"black",5,46,"male",0
14,"Alphonso",11,2,"red",6,40,"male",0
11,"Esther",10,2,"red",3,40,"female",0
10,"Fermin",10,2,"brown",6,49,"male",0
8,"Jose",11,5,"purple",7,47,"male",1
11,"Carolyn",8,5,"purple",7,41,"female",1
9,"Eric",9,5,"green",5,46,"male",1
8,"Vincent",11,3,"white",6,40,"male",1
14,"Arthur",10,2,"red",4,44,"male",0
14,"Barbara",10,2,"black",3,43,"female",0
11,"Ana",11,2,"red",3,50,"female",0
13,"Margaret",11,2,"red",7,45,"female",0
7,"Karen",8,5,"brown",4,47,"female",1
11,"Starr",11,2,"brown",0,51,"female",0
9,"Daisy",9,5,"green",5,42,"female",1
9,"Michael",11,3,"green",3,45,"male",1
8,"Ethel",11,3,"purple",6,49,"female",1
14,"Irene",10,2,"brown",1,51,"female",0
9,"Marcia",10,4,"grey",0,54,"female",1
9,"Edward",9,5,"green",0,48,"male",1
8,"Priscilla",10,3,"purple",7,47,"female",1
11,"Faye",9,3,"brown",2,47,"female",1
7,"Daniel",11,3,"red",7,42,"male",1
9,"Christian",8,4,"blue",4,46,"male",1
12,"Robert",11,2,"black",3,51,"male",0
9,"Michael",8,3,"red",3,46,"male",1
13,"Latisha",10,2,"black",4,52,"female",0
8,"Scott",11,5,"blue",4,53,"male",1
11,"Jose",10,2,"brown",2,47,"male",0
10,"Courtney",11,3,"green",2,40,"female",1
13,"Kathrine",11,2,"red",1,44,"female",0
10,"Ronnie",10,2,"brown",6,42,"male",0
12,"Alfred",11,2,"black",7,40,"male",0
7,"Tony",9,3,"white",6,54,"male",1
12,"Janet",10,2,"brown",3,51,"female",0
7,"Dorthea",8,4,"brown",4,50,"female",1
11,"Jacquelyn",11,2,"black",7,51,"female",0
9,"Lisa",9,4,"grey",0,54,"female",1
10,"Edith",8,4,"blue",6,46,"female",1
10,"Damon",11,2,"black",7,47,"male",0
12,"Claire",10,2,"black",0,45,"female",0
11,"Grace",11,2,"brown",3,54,"female",0
11,"Marlene",10,2,"brown",7,43,"female",0
8,"Jason",8,3,"blue",4,47,"male",1
13,"Mary",10,2,"black",5,46,"female",0
12,"Pat",11,2,"brown",0,53,"female",0
10,"Frank",11,2,"black",5,40,"male",0
9,"Mark",9,5,"white",0,46,"male",1
11,"Tracy",10,2,"red",6,42,"female",0
10,"Jason",9,5,"green",7,54,"male",1
11,"Angelo",10,2,"brown",2,52,"male",0
11,"Johnnie",10,2,"black",6,45,"female",0
11,"James",10,3,"purple",4,41,"male",1
9,"Theodore",9,5,"brown",1,49,"male",1
8,"Augusta",9,3,"blue",0,52,"female",1
7,"Jose",10,4,"grey",0,45,"male",1
11,"Patricia",10,2,"black",5,53,"female",0
11,"Joanne",8,4,"green",5,47,"female",1
11,"Charles",11,2,"brown",3,52,"male",0
14,"Edward",10,2,"red",7,49,"male",0
14,"Allen",10,2,"red",7,53,"male",0
7,"Joanne",8,5,"purple",4,41,"female",1
11,"James",11,2,"brown",4,51,"male",0
14,"Vanessa",10,2,"brown",2,54,"female",0
14,"Alva",11,2,"red",0,43,"female",0
11,"Robert",11,2,"brown",7,47,"male",0
9,"Rolando",8,5,"green",7,42,"male",1
11,"Johnny",11,4,"grey",5,53,"male",1
14,"Paul",10,2,"brown",6,41,"male",0
10,"Lorie",8,4,"red",1,43,"female",1
9,"Thurman",10,4,"red",3,50,"male",1
14,"Ray",10,2,"black",4,54,"male",0
7,"William",8,4,"brown",3,51,"male",1
8,"Joyce",11,4,"white",0,42,"female",1
11,"Thomas",10,5,"white",5,48,"male",1
11,"Ashley",11,3,"grey",6,52,"female",1
12,"Robyn",11,2,"red",2,46,"female",0
12,"Hermina",11,2,"brown",4,49,"female",0
11,"Roberto",11,3,"red",1,45,"male",1
11,"Lance",11,5,"green",0,46,"male",1
11,"Michael",10,2,"red",2,49,"male",0
11,"Jill",9,5,"blue",7,49,"female",1
7,"Carroll",9,3,"red",5,46,"male",1
14,"Clarence",11,2,"red",3,41,"male",0
10,"Naomi",10,4,"grey",7,53,"female",1
10,"Ernestine",8,3,"purple",7,42,"female",1
13,"Leslie",10,2,"black",2,46,"male",0
8,"Verdell",10,5,"green",0,40,"female",1
11,"Justin",9,5,"brown",6,52,"male",1
8,"Lela",8,4,"purple",4,44,"female",1
10,"Derek",11,2,"brown",6,45,"male",0
14,"Benjamin",11,2,"red",7,52,"male",0
10,"Jason",10,3,"green",0,40,"male",1
10,"Lois",10,2,"red",2,44,"female",0
8,"Mark",8,4,"grey",2,48,"male",1
11,"Arthur",10,4,"grey",7,51,"male",1
9,"Joann",8,5,"red",3,40,"female",1
11,"Frances",8,3,"green",3,54,"female",1
10,"Kristin",11,5,"grey",4,45,"female",1
13,"Rafaela",11,2,"black",6,53,"female",0
10,"Dorothy",11,3,"blue",5,54,"female",1
11,"Richard",10,5,"green",5,46,"male",1
8,"Tabitha",10,5,"green",7,52,"female",1
9,"Jayson",8,3,"brown",4,52,"male",1
13,"Marilyn",10,2,"red",2,54,"female",0
7,"Rafael",10,4,"purple",3,49,"male",1
11,"Alice",10,2,"black",3,51,"female",0
9,"Arlene",11,5,"red",1,50,"female",1
13,"Chi",10,2,"black",3,54,"male",0
13,"Laurie",11,2,"black",3,49,"female",0
14,"Shawn",11,2,"black",7,44,"male",0
14,"Lois",11,2,"red",6,41,"female",0
9,"Linda",11,5,"brown",6,50,"female",1
14,"Ivy",10,2,"red",6,44,"female",0
9,"Arlene",9,5,"brown",4,54,"female",1
13,"Cory",10,2,"red",3,40,"male",0
13,"Michiko",11,2,"brown",1,45,"female",0
7,"Vonda",8,3,"white",3,41,"female",1
11,"Jan",10,3,"white",7,52,"female",1
12,"Timothy",10,2,"brown",1,43,"male",0
13,"Jeffrey",10,2,"red",3,42,"male",0
10,"Mary",11,2,"black",7,53,"female",0
11,"Bradley",10,4,"purple",7,52,"male",1
12,"James",11,2,"red",0,54,"male",0
8,"Tonie",9,5,"red",2,42,"female",1
14,"Linda",11,2,"brown",7,50,"female",0
10,"Cary",10,2,"brown",1,54,"male",0
9,"Garry",10,4,"green",4,40,"male",1
10,"Andrew",11,5,"purple",5,51,"male",1
11,"Kristin",9,3,"green",6,42,"female",1
8,"Michael",9,5,"purple",1,42,"male",1
7,"Jama",9,5,"green",2,53,"female",1
10,"Betsy",11,2,"black",4,49,"female",0
9,"Nestor",8,3,"grey",6,42,"male",1
9,"Matt",9,4,"purple",5,45,"male",1
7,"Nestor",8,3,"grey",6,42,"male",1
7,"Mary",10,4,"red",1,47,"female",1
11,"Stephanie",10,2,"brown",5,44,"female",0
13,"Julie",11,2,"red",3,42,"female",0
8,"Marion",9,3,"red",4,43,"female",1
9,"John",11,4,"purple",6,47,"male",1
8,"Michael",11,3,"red",6,42,"male",1
10,"Andrew",10,3,"white",4,42,"male",1
14,"William",11,2,"black",3,49,"male",0
14,"Yvette",11,2,"black",6,41,"female",0
14,"Irma",10,2,"black",6,43,"female",0
14,"Gabriel",11,2,"black",4,54,"male",0
10,"William",9,5,"white",5,54,"male",1
8,"Mario",9,3,"purple",0,52,"male",1
12,"Joshua",11,2,"brown",0,54,"male",0
13,"Joyce",10,2,"brown",0,51,"female",0
14,"Irwin",10,2,"red",1,45,"male",0
9,"Rex",11,3,"green",6,54,"male",1
13,"Trevor",10,2,"red",2,51,"male",0
14,"Stephanie",10,2,"black",5,44,"female",0
13,"Jimmy",11,2,"red",3,54,"male",0
11,"Tyler",11,2,"brown",1,49,"male",0
11,"Mary",9,5,"green",1,42,"female",1
12,"Forrest",11,2,"black",5,46,"male",0
11,"Gina",11,2,"brown",2,48,"female",0
10,"Lynn",10,3,"red",2,43,"female",1
8,"Mary",10,4,"red",1,42,"female",1
11,"Lucille",9,3,"grey",4,48,"female",1
12,"Fannie",11,2,"brown",0,53,"female",0
12,"Rosetta",10,2,"black",6,43,"female",0
9,"Kathryn",10,4,"grey",3,46,"female",1
14,"Marilyn",10,2,"red",0,44,"female",0
14,"Angela",11,2,"black",3,46,"female",0
12,"Hector",10,2,"black",6,54,"male",0
9,"Steven",8,5,"brown",4,45,"male",1
10,"Claudia",10,2,"brown",5,44,"female",0
7,"Albert",9,5,"white",7,46,"male",1
8,"Michael",8,5,"red",0,49,"male",1
8,"Adam",9,4,"grey",1,46,"male",1
9,"Robin",11,5,"purple",4,52,"female",1
7,"Richard",11,4,"blue",6,48,"male",1
11,"Rene",9,4,"white",4,50,"female",1
13,"Victor",10,2,"brown",4,53,"male",0
8,"Barry",10,4,"brown",5,50,"male",1
10,"John",10,2,"red",4,52,"male",0
8,"Matthew",11,4,"red",7,45,"male",1
9,"Kirk",8,3,"brown",5,53,"male",1
13,"Collin",11,2,"brown",5,47,"male",0
13,"Raymond",10,2,"brown",2,40,"male",0
7,"Lashawnda",8,3,"brown",0,40,"female",1
11,"Tammy",10,2,"black",7,40,"female",0
8,"Brandy",8,3,"purple",5,54,"female",1
11,"John",9,3,"grey",1,40,"male",1
10,"Cynthia",9,3,"green",4,40,"female",1
10,"Steve",8,5,"blue",1,49,"male",1
8,"Ester",10,3,"blue",0,44,"female",1
14,"Francis",11,2,"brown",4,40,"male",0
7,"Domingo",10,3,"grey",1,41,"male",1
7,"Roosevelt",10,3,"brown",7,52,"male",1
7,"Margaret",8,4,"green",0,42,"female",1
9,"Fredrick",8,4,"blue",4,43,"male",1
11,"Robert",10,2,"brown",5,48,"male",0
10,"Eric",11,5,"brown",7,49,"male",1
8,"Tyra",10,5,"white",3,48,"female",1
8,"Etta",9,4,"purple",0,48,"female",1
7,"William",8,3,"green",2,52,"male",1
7,"Virginia",8,5,"blue",6,43,"female",1
12,"Clifton",10,2,"black",6,49,"male",0
8,"Claudine",10,3,"grey",5,44,"female",1
11,"Lenora",9,4,"white",6,54,"female",1
8,"Ricky",11,3,"brown",5,52,"male",1
12,"Ruth",11,2,"black",6,54,"female",0
13,"Walter",11,2,"brown",2,44,"male",0
10,"Helen",11,2,"brown",0,50,"female",0
13,"Thomas",10,2,"brown",3,40,"male",0
14,"Francisca",10,2,"black",0,40,"female",0
8,"Maggie",8,3,"blue",1,40,"female",1
11,"David",11,2,"black",5,47,"male",0
12,"Enrique",11,2,"black",6,48,"male",0
11,"Anna",10,2,"red",2,48,"female",0
8,"David",9,4,"grey",7,42,"male",1
12,"Michael",10,2,"black",3,54,"male",0
13,"Rolando",11,2,"red",5,54,"male",0
7,"Monica",11,4,"blue",2,53,"female",1
12,"Cynthia",11,2,"red",7,47,"female",0
9,"David",9,5,"red",6,41,"male",1
11,"Adam",11,2,"red",5,53,"male",0
13,"Norma",10,2,"red",2,51,"female",0
7,"Martha",9,5,"purple",6,44,"female",1
11,"Cynthia",11,2,"red",3,50,"female",0
10,"John",10,2,"red",1,43,"male",0
11,"Patricia",10,3,"brown",1,54,"female",1
14,"Jeanne",10,2,"brown",0,47,"female",0
11,"Helen",11,2,"red",2,50,"female",0
14,"Paul",10,2,"red",7,47,"male",0
11,"Randolph",10,2,"black",7,45,"male",0
12,"Royce",11,2,"red",3,44,"male",0
8,"Richard",10,5,"brown",4,46,"male",1
14,"James",10,2,"black",0,54,"male",0
7,"Ernest",9,3,"purple",5,41,"male",1
11,"Tamra",10,2,"black",4,52,"female",0
11,"Christine",10,3,"blue",5,42,"female",1
8,"George",10,4,"green",3,51,"male",1
11,"Peter",11,3,"white",4,51,"male",1
11,"Cruz",10,4,"red",6,40,"male",1
14,"Richard",10,2,"brown",3,41,"male",0
8,"Matthew",10,3,"blue",6,45,"male",1
11,"Peggy",11,2,"brown",6,45,"female",0
8,"Thomas",8,4,"purple",4,43,"male",1
14,"Jimmy",11,2,"brown",2,40,"male",0
11,"Robin",9,4,"purple",4,43,"female",1
7,"Linda",10,4,"white",6,52,"female",1
10,"Ignacio",8,5,"blue",7,47,"male",1
10,"Chris",10,2,"red",3,43,"male",0
10,"Catherine",9,4,"red",6,44,"female",1
10,"Stanley",9,4,"green",2,48,"male",1
9,"Marvin",9,4,"brown",2,46,"male",1
13,"Willie",10,2,"red",4,40,"male",0
13,"Melissa",11,2,"brown",5,43,"female",0
12,"James",11,2,"black",7,45,"male",0
14,"Brad",10,2,"brown",1,45,"male",0
9,"Robin",10,4,"green",2,42,"female",1
14,"Amber",11,2,"red",6,53,"female",0
14,"Delbert",11,2,"red",6,50,"male",0
14,"Robert",11,2,"black",2,42,"male",0
9,"Anna",10,5,"grey",4,53,"female",1
12,"Charles",10,2,"black",3,45,"male",0
10,"Raymond",10,2,"black",2,47,"male",0
13,"Lisa",11,2,"black",6,49,"female",0
7,"Lisa",11,3,"white",5,40,"female",1
14,"Deborah",11,2,"black",4,47,"female",0
13,"Jennifer",11,2,"red",5,53,"female",0
10,"Glenn",10,4,"purple",4,44,"male",1
9,"Raymond",11,5,"brown",0,48,"male",1
12,"Gladys",10,2,"red",7,41,"female",0
7,"Andrew",8,4,"grey",0,42,"male",1
7,"Catherine",10,5,"red",6,43,"female",1
11,"Ana",10,4,"purple",6,50,"female",1
8,"Maurice",11,4,"blue",2,47,"male",1
10,"Ahmad",8,5,"white",7,47,"male",1
14,"Edward",10,2,"brown",3,51,"male",0
7,"Lynn",10,3,"red",0,41,"female",1
10,"Mike",10,2,"brown",7,52,"male",0
11,"Melissa",10,2,"brown",5,41,"female",0
7,"Carol",11,4,"red",1,42,"female",1
8,"Ralph",8,3,"green",0,53,"male",1
7,"Marvin",10,4,"grey",6,47,"male",1
11,"Randy",10,2,"black",0,43,"male",0
14,"Shirley",11,2,"red",1,41,"female",0
13,"Kevin",11,2,"black",3,49,"male",0
8,"Manuel",10,4,"purple",2,51,"male",1
13,"Vanessa",10,2,"brown",1,43,"female",0
11,"Edward",10,2,"brown",2,41,"male",0
8,"Elsie",11,4,"white",6,48,"female",1
11,"Courtney",10,2,"red",6,49,"female",0
12,"Christopher",11,2,"black",0,46,"male",0
12,"Shirley",11,2,"brown",0,52,"female",0
12,"Ryan",10,2,"brown",6,49,"male",0
8,"Kimberly",11,5,"white",2,51,"female",1
10,"Helen",11,3,"brown",1,41,"female",1
7,"Thomas",10,4,"brown",7,44,"male",1
11,"Taren",11,2,"black",6,45,"female",0
7,"Ruth",9,5,"white",6,48,"female",1
12,"Tamika",11,2,"black",1,43,"female",0
12,"Fernando",10,2,"brown",3,45,"male",0
7,"Evelyn",8,4,"purple",7,40,"female",1
8,"Harvey",11,3,"red",2,47,"male",1
10,"Michael",10,2,"brown",4,46,"male",0
11,"Daniel",10,2,"brown",4,52,"male",0
10,"Hunter",11,4,"red",0,51,"male",1
7,"Karen",8,3,"brown",3,42,"female",1
10,"Keri",10,2,"red",4,41,"female",0
12,"John",10,2,"brown",2,52,"male",0
9,"Kevin",10,4,"brown",5,51,"male",1
12,"Brian",10,2,"black",0,51,"male",0
11,"Albert",8,4,"white",4,47,"male",1
9,"William",10,5,"purple",1,52,"male",1
13,"Daniel",11,2,"black",4,52,"male",0
8,"Kristen",10,4,"blue",4,48,"female",1
14,"Robert",11,2,"brown",7,45,"male",0
12,"Donald",11,2,"red",4,54,"male",0
9,"George",9,4,"blue",6,44,"male",1
8,"Leah",9,5,"blue",3,51,"female",1
8,"Johnny",11,3,"brown",1,43,"male",1
12,"Frederick",11,2,"black",4,41,"male",0
12,"Jamie",11,2,"red",5,50,"male",0
10,"James",8,3,"brown",7,52,"male",1
11,"Anthony",10,2,"brown",4,47,"male",0
9,"Bob",8,4,"green",0,40,"male",1
7,"Gerald",11,4,"brown",2,46,"male",1
11,"Kimberly",11,2,"red",7,53,"female",0
11,"Gladys",11,2,"brown",3,50,"female",0
11,"Alicia",11,2,"red",4,54,"female",0
14,"Cassandra",11,2,"red",4,45,"female",0
14,"Janet",10,2,"brown",6,51,"female",0
13,"Fidel",11,2,"brown",0,44,"male",0
12,"Lisa",10,2,"black",5,40,"female",0
12,"Amber",11,2,"black",0,42,"female",0
7,"Masako",11,5,"blue",4,45,"female",1
12,"Shelly",11,2,"red",0,40,"female",0
8,"Hyman",11,5,"blue",5,46,"male",1
11,"Henry",10,5,"blue",5,48,"male",1
14,"Bernadette",11,2,"brown",1,48,"female",0
8,"Tammy",9,5,"grey",4,54,"female",1
9,"William",8,3,"purple",6,44,"male",1
7,"Stephanie",11,4,"red",5,45,"female",1
11,"Ina",11,3,"blue",3,53,"female",1
9,"Columbus",11,5,"blue",2,40,"male",1
11,"Peggy",8,3,"red",2,49,"female",1
11,"Joseph",8,3,"grey",1,53,"male",1
14,"William",11,2,"black",5,54,"male",0
13,"Susan",11,2,"brown",6,49,"female",0
13,"Dianne",11,2,"red",3,46,"female",0
8,"Lana",9,4,"blue",6,42,"female",1
13,"Dana",10,2,"red",5,50,"male",0
13,"Robert",11,2,"red",3,43,"male",0
10,"Myrtice",10,3,"green",2,41,"female",1
7,"Paula",11,4,"green",6,49,"female",1
9,"Robert",8,4,"red",4,51,"male",1
8,"Teresa",8,3,"brown",3,44,"female",1
14,"Shelly",10,2,"black",7,41,"female",0
10,"Patricia",10,2,"black",0,45,"female",0
11,"Danielle",11,2,"brown",5,44,"female",0
12,"Ronda",10,2,"black",4,46,"female",0
12,"Ernie",10,2,"red",5,53,"male",0
13,"William",10,2,"red",1,42,"male",0
10,"Meta",11,5,"red",2,52,"female",1
11,"Michael",10,3,"red",5,40,"male",1
10,"James",10,5,"purple",0,47,"male",1
8,"Gerald",11,3,"purple",6,52,"male",1
10,"Bruce",8,4,"red",4,42,"male",1
10,"Barbara",11,2,"black",7,52,"female",0
9,"Sheila",8,4,"blue",2,44,"female",1
7,"Salvatore",11,5,"purple",4,50,"male",1
11,"Karl",11,4,"blue",2,54,"male",1
13,"Megan",10,2,"black",0,50,"female",0
14,"Jose",11,2,"black",6,54,"male",0
11,"Gwen",11,3,"blue",2,40,"female",1
13,"Norman",10,2,"red",1,49,"male",0
10,"Linn",9,4,"red",0,45,"female",1
9,"Ramona",10,4,"white",5,49,"female",1
8,"Richard",10,5,"white",0,45,"male",1
9,"Shirley",10,3,"white",5,41,"female",1
9,"Oscar",8,5,"grey",1,44,"male",1
9,"John",11,4,"red",7,49,"male",1
9,"Hattie",9,4,"blue",0,40,"female",1
8,"Stanley",8,3,"blue",5,41,"male",1
12,"Gary",10,2,"red",7,52,"male",0
13,"Kelly",11,2,"brown",4,40,"female",0
13,"Jacqueline",10,2,"brown",4,45,"female",0
10,"Robert",10,2,"black",5,52,"male",0
12,"Susan",10,2,"brown",1,50,"female",0
10,"Sue",8,5,"purple",7,49,"female",1
7,"Megan",8,3,"purple",2,47,"female",1
11,"Lauren",9,5,"green",5,48,"female",1
11,"Guy",11,2,"brown",5,48,"male",0
14,"Jerome",11,2,"black",0,46,"male",0
10,"Corey",10,2,"brown",4,53,"male",0
11,"William",8,4,"red",3,44,"male",1
10,"Oscar",10,4,"red",4,50,"male",1
13,"Ethel",11,2,"brown",5,49,"female",0
12,"Hannah",11,2,"black",7,51,"female",0
12,"Barbara",10,2,"black",4,45,"female",0
8,"Stephen",9,4,"blue",6,42,"male",1
9,"Berta",11,4,"purple",5,40,"female",1
12,"Paul",11,2,"black",2,48,"male",0
9,"Helen",11,5,"blue",6,54,"female",1
7,"Ruth",8,4,"green",7,49,"female",1
9,"Craig",8,5,"green",2,44,"male",1
7,"Dolores",8,4,"grey",3,53,"female",1
10,"John",9,4,"purple",4,41,"male",1
11,"Catherine",11,4,"purple",5,46,"female",1
14,"Tanna",10,2,"black",7,49,"female",0
14,"Melvin",10,2,"red",3,49,"male",0
7,"Richard",11,4,"grey",2,42,"male",1
10,"Terri",10,2,"brown",1,47,"female",0
13,"Carol",11,2,"brown",1,44,"female",0
13,"Nicholas",10,2,"black",4,46,"male",0
13,"Adam",10,2,"black",3,40,"male",0
13,"Michael",11,2,"brown",2,48,"male",0
9,"Oscar",11,5,"blue",6,42,"male",1
13,"Joann",11,2,"brown",0,40,"female",0
9,"Margaret",8,4,"blue",0,46,"female",1
8,"Rebecca",10,3,"red",2,51,"female",1
12,"Thomas",11,2,"black",5,45,"male",0
10,"Naomi",11,2,"red",4,49,"female",0
11,"Margaret",9,3,"grey",4,45,"female",1
13,"Antonio",11,2,"red",4,42,"male",0
10,"James",11,2,"brown",6,54,"male",0
11,"Vera",8,4,"white",3,45,"female",1
10,"Laura",11,2,"brown",5,42,"female",0
14,"Joe",10,2,"black",6,46,"male",0
9,"Paul",11,3,"grey",1,52,"male",1
14,"Claudette",10,2,"brown",2,48,"female",0
10,"Joshua",11,5,"purple",2,51,"female",1
8,"Martha",8,5,"green",4,40,"female",1
9,"David",11,4,"brown",6,51,"male",1
10,"Tamara",10,2,"red",6,42,"female",0
13,"Stephanie",10,2,"red",1,54,"female",0
11,"Randy",9,3,"red",6,45,"male",1
8,"Jean",8,4,"red",2,54,"female",1
10,"Scott",11,2,"brown",2,41,"male",0
8,"Jill",11,3,"blue",2,46,"female",1
10,"Monica",11,5,"purple",0,47,"female",1
14,"Glenna",10,2,"brown",5,41,"female",0
8,"Walter",11,4,"purple",3,48,"male",1
8,"Issac",10,3,"red",7,40,"male",1
7,"Delia",10,3,"blue",4,45,"female",1
7,"Benjamin",11,3,"brown",5,47,"male",1
8,"Jasper",9,5,"purple",6,46,"male",1
10,"Kristen",11,2,"red",1,47,"female",0
11,"Cody",11,2,"black",4,42,"male",0
10,"James",11,2,"brown",7,50,"male",0
11,"Richard",8,4,"white",3,41,"male",1
9,"William",9,3,"green",0,54,"male",1
10,"Stephen",11,3,"red",4,45,"male",1
13,"Agnes",10,2,"red",3,41,"female",0
13,"Darius",10,2,"brown",0,54,"male",0
14,"Elena",10,2,"black",2,42,"female",0
9,"Kathryn",9,3,"blue",4,51,"female",1
14,"Helene",10,2,"black",4,40,"female",0
10,"Jesse",11,2,"red",4,49,"male",0
10,"Charles",9,4,"red",6,46,"male",1
9,"Anglea",10,5,"purple",6,43,"female",1
11,"Robert",10,2,"black",6,45,"male",0
14,"Hazel",10,2,"black",2,50,"female",0
11,"Sandee",10,2,"red",1,45,"female",0
7,"Edwin",10,5,"white",4,49,"male",1
10,"Leland",10,2,"black",6,54,"male",0
14,"Bree",11,2,"red",2,52,"female",0
9,"Willie",10,3,"red",6,49,"female",1
14,"Manuel",11,2,"red",7,48,"male",0
13,"Kimberly",10,2,"brown",1,42,"female",0
8,"Jonathan",9,5,"red",3,53,"male",1
8,"Rita",8,5,"purple",4,54,"female",1
7,"Esther",10,4,"grey",1,48,"female",1
14,"Loretta",10,2,"brown",1,47,"female",0
10,"Diane",10,2,"red",7,50,"female",0
7,"Dorothy",8,5,"grey",7,42,"female",1
13,"Irma",10,2,"red",3,54,"female",0
12,"Michael",11,2,"brown",3,50,"male",0
11,"Chance",11,2,"brown",6,41,"male",0
7,"William",8,3,"blue",5,40,"male",1
11,"Alfred",11,2,"brown",1,52,"male",0
11,"Darius",10,2,"red",1,50,"male",0
14,"Dennis",10,2,"brown",7,51,"male",0
9,"William",9,3,"blue",6,46,"male",1
14,"Lois",11,2,"brown",7,54,"female",0
13,"Allison",10,2,"red",5,49,"female",0
10,"Sally",11,5,"grey",3,47,"female",1
10,"Tiffany",10,3,"blue",3,45,"female",1
11,"Lee",9,5,"purple",7,49,"male",1
7,"April",10,3,"grey",3,42,"female",1
7,"Connie",11,4,"grey",0,41,"female",1
11,"Dennis",11,3,"purple",5,42,"male",1
11,"Eunice",11,2,"black",3,41,"female",0
10,"Silvia",8,5,"grey",1,40,"female",1
9,"Andrew",10,4,"green",4,45,"male",1
14,"Jeff",10,2,"brown",7,43,"male",0
11,"Jeffrey",11,4,"grey",3,52,"male",1
12,"Erika",10,2,"brown",7,52,"female",0
10,"Danny",11,2,"black",3,45,"male",0
10,"Crystal",11,2,"brown",5,42,"female",0
10,"Francisco",11,4,"blue",3,48,"male",1
14,"James",11,2,"black",3,49,"male",0
7,"Michael",9,4,"blue",3,53,"male",1
9,"William",10,3,"grey",7,50,"male",1
14,"Kendall",11,2,"red",4,43,"male",0
9,"George",9,4,"purple",0,50,"male",1
10,"Katharine",11,3,"green",7,52,"female",1
10,"Russell",11,2,"brown",4,40,"male",0
7,"Ofelia",8,4,"green",4,53,"female",1
7,"William",8,4,"white",3,43,"male",1
7,"Julie",9,5,"brown",5,49,"female",1
7,"Derrick",8,3,"red",3,44,"male",1
8,"Latoya",8,3,"white",7,46,"female",1
11,"Nicholas",11,2,"red",7,40,"male",0
11,"Joan",8,4,"white",2,40,"female",1
13,"Nola",11,2,"red",4,42,"female",0
